GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	cors[use_genes]	pvals[use_genes]	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c
DDB_G0277337	DDB_G0277337	NA	beta-lactamase family protein	B0G112	-0.304310352343931	0.270132234864398	11.1360496954582	9.22261534486845	16.687145519425	2.67061146045792	3.14019361507329	2.04160686018757	4.8629729359033	6.83107295122374	2.99569705860422	2.06787356686022	11.8864077951636	4.97641755135172	5.45321211336327	7.62014313292854	10.7988130718367	3.22372942220817	2.21821630329243	4.47985825923619	2.62832182874313	2.64849648535732	8.72639839083197	1.94277693619796	1.03459545746955	2.14531236000775	4.03258050794457	1.78707688471927	9.18601558363639	2.36837152711815	3.19134006793522	1.66945095633543
DDB_G0278053	ilvB	NA	thiamine pyrophosphate-binding enzyme family protein, 2-hydroxyphytanoyl-CoA lyase	B0G117	0.778177251596006	0.000633992117652558	180.343766758108	121.667289588825	124.313297410838	225.688060625058	207.604980421476	146.482688977134	69.925469635628	94.4620595217634	56.1272015541375	24.5557231938172	43.5419038961863	35.5632600731722	31.4320994353801	81.1739532962045	74.9928370580044	111.429636022204	101.05989061591	104.154379904161	106.875900022297	109.193038678287	95.1809135533299	98.6887448536779	93.0590990251937	97.6483740359175	84.66567013198	77.3016715239555	95.6464105967307	68.9085821514638	91.6381193000336	86.7717991558906
DDB_G0295697	rabif	NA	Mss4-like family protein, Rab guanyl-nucleotide exchange factor	B0G120	-0.100158700462253	0.722473583240897	419.123500836925	396.29558713723	430.013579233353	160.785062176377	237.837446640102	258.496681294938	565.829668854523	717.307496107946	813.759384577431	348.863549089488	162.34994407586	444.549647445273	136.310686081682	253.170601043487	180.148193196521	60.0144678677706	59.4723705870061	61.3865726472316	84.4652407149808	77.6303662814221	76.8946343054278	81.977464448409	89.5661883669908	112.678435509216	92.5373588734397	99.0046856802227	118.558608229526	97.1139378342475	83.1933021354411	109.975582807315
DDB_G0279539	DDB_G0279539	NA	RNA-binding region RNP-1 domain-containing protein	B0G128	0.515938583233519	0.0489836120552558	101.046229107587	128.135003005585	132.938232290578	154.233129574879	174.76151472761	107.950541491459	147.250093121761	113.032268804786	124.92678532	98.8851610265317	365.493339702199	201.600848743166	293.240171789897	122.503171026524	295.382521541735	118.580214252546	105.434261139969	122.641453290329	131.339708976619	128.694153549499	131.685333117452	137.435791040133	147.396312143446	152.752010652599	159.510372439213	177.775787948713	157.841057774548	193.333132034331	178.309940374782	153.217992802306
DDB_G0294609	polD3	NA	DNA polymerase delta subunit 3	B0G131	-0.0092432187497996	0.973919055928688	2.84648313100873	2.83879403416428	6.49770867981658	2.34267402591471	2.62125561776691	0.663562188273056	2.4036183939784	6.29652643951574	0.838835003806137	3.31699765179597	3.35032894417574	1.91159611280693	17.247974814714	4.44090981324989	8.08556044171682	2.70816860356328	3.08450028358703	2.01566678821686	3.82319857364695	3.82329178319898	2.23977574961217	5.09180817949411	2.31331971225317	1.71623824349591	2.55797108719717	2.72477250517416	2.02250063594636	2.66628770752625	2.74863091040603	1.79967221338255
DDB_G0281767	DDB_G0281767	NA	ankyrin repeat-containing protein, regulator of chromosome condensation (RCC1) domain-containing protein, BTB/POZ domain-containing protein	B0G136	0.288616235993941	0.296835001178196	100.392034056266	136.194765419123	129.740696133921	65.2302795747396	74.6161465398822	23.4150723056137	54.6022817176226	77.3859502646571	114.872720125792	3.07953188803179	3.56785596012435	2.20488526612337	2.9131017574984	10.9075092962428	8.43953082953812	15.8102914290612	21.9598213017804	19.5792065889086	24.9335769712913	22.8153303046655	18.5287709222712	18.4503797274472	22.1044067475179	24.2746943489932	23.2221840205481	13.5085207398013	22.4174656387659	9.96162955981759	33.0053058898499	19.4487650875149
DDB_G0282979	efa1G	NA	glutathione S-transferase domain-containing protein, elongation factor 1 gamma, elongation factor 1g	B0G141	-0.0720508284394865	0.798589068649895	1162.09702972255	2754.91185124433	2258.23824358087	1919.22849317207	2822.50439905335	271.165967006823	1257.49112293208	311.647164533911	1273.34934596287	691.500642999887	4227.52791610207	1092.99446312539	1810.69310090276	819.602263987203	3178.41857690629	2480.17840597229	2604.28952635517	2453.25863563505	2157.95564134357	2335.4518157927	2334.56043048604	2486.22052255342	2257.88301268822	2157.43710519586	2426.9136064425	2113.82167015599	2345.68378308198	2033.72709803817	2426.97109657799	2410.9640407239
DDB_G0283535	DDB_G0283535	DG1104	WD-40 repeat-containing protein, DmX-like protein	B0G145	-0.265873182631793	0.338172916456032	51.4672570991041	131.551281344181	121.662706424352	146.805441654962	158.305418697371	39.0117932179346	113.518184252267	186.245601419888	73.9720338896215	40.8470873086317	51.9973217929798	38.9558097044576	53.9566684698831	72.511745912185	53.9497590567223	9.21487919138445	2.17836196043772	2.89995244310926	2.24326026119913	5.24148351888922	8.17458091842821	3.7290197326719	3.14236249631809	6.65377749823171	2.07112071931192	4.52978650746533	2.8901886062348	3.65310656953508	3.24962802692506	2.75332359306658
DDB_G0284369	DDB_G0284369	NA	calcium-binding EF-hand domain-containing protein, DUF298 family protein	B0G147	-0.0553590444021311	0.84464692402862	203.053564756961	202.895013429716	172.486658290664	90.7246575030006	112.750495540176	121.493590637737	113.340834393576	110.684313704255	88.3425756293303	86.230976275986	68.7635122767827	64.2057790516809	75.2491437762795	120.748100077067	86.5458351244378	21.4223648410894	14.7651936264219	10.783512470745	16.1733937490563	16.6911721729861	45.2296172689392	31.1935126492721	16.1167718616073	15.4537602144897	2.78659893215482	21.1364667840345	27.1646834634551	24.8962303383811	16.0147898941394	28.4965692451675
DDB_G0294631	DDB_G0294631	NA	unknown	B0G156	-0.276671797590073	0.318158174808122	42.5419385214356	33.3405086672533	43.4063565614626	89.1028827585821	59.1218243286771	46.045520198581	46.9051612815929	58.1752055378139	77.1830383053883	76.237704146932	34.5082571750581	64.2057790516809	40.1604379797707	74.2102204854143	48.8805181353388	15.0931899231444	14.2352030571038	10.8431026904494	8.01399965213086	9.15120229092248	33.728236496854	14.7383871993213	2.15859032166175	3.8881022875381	10.4105202660873	9.41507477836103	18.7482830704966	8.91072053262894	16.6371517079966	13.2426152661056
DDB_G0287009	mcfC	CBP11, slc25a24	mitochondrial substrate carrier family protein C	B0G159	0.30233165997579	0.27341627845553	52.6354851865589	33.1746609277362	35.6224971893389	141.356306659611	100.485685880796	68.5882704231412	24.2388181856291	21.6732417206409	21.0152988338445	8.76466602492288	9.64534380409948	10.5050930731139	9.22183717335883	38.1453779468785	17.8742057407383	43.0888064514146	49.2717133329125	25.6021877514592	47.8872007497454	50.7028243776593	49.5769448960166	46.9868232482812	51.1750140416631	48.2745903780159	36.2909019845756	43.4385360396832	45.3461609563516	37.0063277356759	52.0717282253351	43.3756878017177
DDB_G0287881	exoc5	sec10	exocyst complex subunit 5	B0G163	-0.0563611921033701	0.841866988969696	44.8784205748696	38.6144237033649	50.0540895586674	41.4222250835226	38.6457097277027	18.3033941448882	23.3165103994996	37.5766579212819	28.2801929836294	14.738809955327	21.2826314739245	15.1586643273017	25.2728789543725	32.936424812412	30.9610389628438	17.2673356025224	12.0109198224689	14.076856731062	9.73945810493104	6.44283658553905	17.1757103413224	9.27402444015203	12.1859997167693	23.4142878461139	10.6074780463329	17.5428954112452	11.6526902102065	10.6151272759611	14.7693574722196	11.4380773548096
DDB_G0288859	jcdJ	NA	C2H2-type zinc finger-containing protein, transcription factor jumonji, jmjC domain-containing protein	B0G164	0.180532443808619	0.519662961679494	31.934148688111	43.4239132270753	44.7527390031406	29.6475842586143	31.2590267509787	12.2739372098589	24.1323984176811	24.7686835573604	37.9136424508459	14.4726680938757	18.1748192233066	15.6433753079217	14.7488340506592	21.3288357940258	24.9483540393196	6.6822326951917	6.00291318554757	5.56509987695808	7.02425451771456	7.24850943417545	6.25476933269437	6.94312091484286	6.28637594283446	5.15548585670571	5.2974786789221	5.14452975633652	5.44348961546474	5.43284940907393	2.48449987188448	4.93905181791909
DDB_G0295675	DDB_G0295675	NA	putative transmembrane protein, leucine-rich repeat-containing protein (LRR), agglutinin domain-containing protein	B0G165	-0.195527260797588	0.484949416670286	195.857457040898	152.57962257207	162.305048953273	143.334861786064	111.616774210694	58.7585985431436	172.682007458126	163.940106166297	202.832490076885	158.785447825087	108.149378364521	97.2097727388402	72.3632284615568	223.84406890663	123.739280525648	1.65845786922394	3.06809735171032	5.37028049172989	5.15991795623695	5.03564404062084	5.62014486041224	3.1954089658606	5.13841344000881	4.76201401134789	6.22872532779454	4.63799992579715	4.39418000506917	5.43993117902611	8.22640121798815	4.74011816507638
DDB_G0294611	DDB_G0294611	NA	unknown	B0G167	0.0916606183640575	0.745266606746386	11.7438451066756	24.9484525968375	39.8300091733155	25.3008683632103	33.6296534091635	11.5311326931527	13.312193845885	9.50224590697371	6.21700702428298	11.5745287080398	55.3939298648237	14.1407548334815	44.9820968440498	16.7418306875488	56.7790938943106	61.9323486600866	72.7110965779905	76.2006682922466	84.5548573558503	83.8161830257891	112.681662732946	92.5463270030036	96.1535515941992	88.0955147140731	107.166454386503	103.544286539947	90.4040636783825	100.770986944079	102.871049346467	110.188339357252
DDB_G0290671	rabggtb	NA	protein geranylgeranyltransferase type II, Rab geranylgeranyltransferase beta subunit	B0G172	-0.376644734024747	0.166423878154466	50.3457567865668	44.4189750516159	41.6812985860182	60.7541418982126	52.4911800737144	37.1332143148642	75.8844623252127	77.8128539246419	87.974100736575	65.8600556530785	35.0864142608799	33.9154438841995	40.477190043071	91.5912139067181	40.8050404200139	35.7653844348434	24.9073235876141	30.2679297599738	25.7745646541854	27.8648178181477	28.0103070164912	25.8836826558763	23.0949498900611	24.9698816946904	26.5181335089497	32.5262725657875	34.0412758755896	24.8619136300459	33.5747916560696	32.7711550903473
DDB_G0294603	DDB_G0294603	NA	C2 domain-containing protein	B0G179	-0.335551317637406	0.221449876336886	104.644300857534	80.7050055857232	79.6317761078993	280.600948148812	236.978569882433	317.954946843103	142.88729407188	147.611192540928	402.070742115316	44.7794139415522	27.6425809225879	78.1634347791315	34.9868017238902	46.0718772093585	47.5247867525701	1.60361510514728	2.6578553054702	2.70677617072828	2.55087055254159	9.705938514828	1.62037083066017	19.639178088311	24.2748127791762	26.2476525111078	15.8020361986173	24.5798600496565	20.0502464205325	12.9046889547522	34.2673240961485	17.5018363570672
DDB_G0290851	spc3	NA	signal peptidase complex subunit 3	B0G180	0.416097552858097	0.122909321188064	130.531686565595	101.932450858702	155.278894729514	121.895097139052	92.5839790762993	150.239790232214	185.805862336405	206.736763769226	333.798103124968	542.578135558387	272.991213903266	463.111261006525	284.688064615465	242.243921522998	208.028430050085	2.36268684439076	7.07008969017266	8.63234767208252	2.8090046979984	3.22478258725378	2.21237883826722	7.89969112237522	3.99657455964975	3.73750170279332	14.601302711648	1.87082519399541	9.15082714106815	6.00412331724582	9.989114687859	15.1406781582696
DDB_G0291490	pigT	GPI16	GPI transamidase component PIG-T	B0G182	-0.0138069521388401	0.961049400244669	98.2425355973795	76.1941615862853	86.3634803866383	113.267285758203	97.3593593504289	99.6062724640611	187.543886117284	171.624297511992	131.190833164073	200.561851941122	133.370720714537	95.2227518913542	84.3644037153821	199.55625447555	95.9768349407381	2.20963536247828	8.46222711635481	15.889522336734	1.90935819003118	14.6045202881323	6.98803016157202	9.41897519074259	9.7950443631693	10.50203974836	23.0389833625055	8.38743895241696	10.3256193333118	10.2211169474782	4.16719424097439	30.4247248112375
DDB_G0295475	DDB_G0295475	NA	unknown	B0G183	0.209622915525702	0.45336018908095	36.7474149282319	31.8478754058878	34.0657022295627	66.0411729609085	66.3708426481267	22.8034250825138	153.315446785974	170.450323952603	65.7602699573875	75.1437650807914	77.3633802761776	40.9428676993228	44.7005407312915	97.422602969545	43.3396891342463	15.7702500404584	17.0684034813981	15.8042678385775	2.14376484013755	11.968670311393	2.09564401163904	7.42495054447293	17.4097374282362	5.13261480349104	28.7072142383559	16.8089948153944	5.02678499202401	23.5260170667528	21.9154611419959	17.8990506831227
DDB_G0295711	ap1s2	NA	sigma adaptin	B0G185	-0.0384811613787911	0.891697618859281	45.4391749263434	35.0653197656785	59.2261838313911	52.2559310515053	44.5206164334989	78.7674267723472	52.6514033744544	71.0891139301088	119.662877719086	139.331173764422	73.5331888267619	162.005933984083	89.2563725420636	81.2305689340056	81.7713854914355	63.0754517015191	1.74988940026146	332.934935617503	353.815629555918	132.441028582481	83.2686073710408	100.937057237471	2.79863190182908	306.62895681647	1.96375449778399	78.6506449827741	69.9302743982085	81.4547869650005	73.0197966604745	2.61632051564188
DDB_G0295709	ufm1	NA	ubiquitin-like Ufm1 family protein	B0G186	0.294027569284905	0.287458717610686	26.1393933638723	21.100539365756	30.2788576252496	27.3444892942258	19.4741403237163	26.8664873895793	30.8012327175967	26.583206509861	63.9178834625593	122.656072734629	58.6459963216189	108.55032532766	86.546433325406	73.9837572874412	69.5699890292658	10.1819055437086	7.15834275905653	9.0769341260199	1.7073214949728	2.30726515765803	9.08690718263771	8.34199858272732	2.80825039267885	6.939995255915	9.18864340319274	10.6954311007895	9.85974926268436	2.14002229357028	10.6598901835561	7.65062328348546
DDB_G0291800	DDB_G0291800	NA	glutathione-dependent formaldehyde-activating, GFA family protein	B0G191	0.749136657017799	0.00130693994606736	66.7008664259596	51.9150666973345	73.3207896968103	52.2234950180893	33.1143013617171	34.1187435280822	27.9989329507745	21.6732417206409	22.0682118575011	8.23218477920479	9.78993934515283	16.855134228369	8.79931069154222	19.0637204964467	23.6514693717289	95.4552488793467	93.5096784173797	90.5565622263968	86.1036649166959	95.9020789887692	81.4042984346439	88.3126338250351	94.7771303152094	84.3701909254537	76.6459418161964	66.6373871033448	72.5956161666753	74.2644437132457	70.8833694212877	77.8845580252372
DDB_G0295669	DDB_G0295669	NA	isochorismatase hydrolase	B0G192	0.518968115058566	0.0474435084662615	69.6914973390224	59.6432833101707	98.2280818672531	53.9101674584958	56.3046629350977	81.4760416322736	30.1272650200903	24.4484704686749	33.1232776687702	37.0330084999636	98.2487270325449	212.79598081347	75.6362786391177	41.2027612120717	141.481281750643	220.049254318121	149.29235939192	399.691735632696	215.82787804518	160.275620680109	431.518582512958	254.171605687534	147.886651545962	396.741476489276	265.29284775215	193.332647333828	448.478370156364	237.795743972404	200.30574840265	456.276513024152
DDB_G0294627	DDB_G0294627	NA	MaoC-like dehydratase domain-containing protein	B0G197	0.159550380994949	0.570044025893687	420.665521768238	322.431249924036	456.477281187619	567.458160991178	388.587435351999	482.786692850803	413.73506386119	452.416983393768	623.94361315796	789.717945567729	322.92791100665	609.374830396919	492.472555730618	521.978020143998	403.602519036202	402.716774484885	384.745170333399	370.045830311776	414.394590779941	381.041033327143	463.494445903776	451.236313644519	413.606186718154	453.46531076165	403.878376735834	432.231110076547	438.259281824873	276.683019051525	418.127117924397	322.448337752607
DDB_G0295683	DDB_G0295683	NA	LIM-type zinc finger-containing protein, cofilin/tropomyosin type actin binding domain-containing protein	B0G198	0.676373781118425	0.00562802528255318	212.632797693259	306.112767983133	394.882907373115	147.648760047686	162.943358776298	22.2354656296061	42.7905463945868	97.4503723870664	26.5429720789453	7.55173078899097	10.2237156069668	8.66274184961305	9.32746595575024	23.0276048674756	16.813014574171	77.397581342186	78.3642442442255	81.5786810408898	81.0136884234916	85.2178114380674	80.5004632718896	67.9074592416142	78.7004902114132	82.480536462814	62.1219341830512	75.6819330487336	66.6435890274093	68.4472381448725	69.991929076235	61.0102010089816
DDB_G0286013	repE	XPE, DDB1	UV-damaged DNA binding protein1	B0M0P5	0.319938570427297	0.24503401265231	103.335911326654	101.235926411896	115.225554078836	129.193053436736	116.357790010221	43.3805712273548	123.059603326996	143.342193630936	90.184949745719	66.5400733041344	54.3099066507923	19.8602091641943	35.5499205957031	112.878584150169	59.372646200559	33.8354357413417	31.5304054953492	32.480150261764	33.1812760910777	30.6786884671483	27.3206817441038	28.5670294590325	30.4351500044372	34.4513063244541	33.6895478888919	31.90394078568	29.3573954425246	31.6217455621329	30.8541256055819	28.0890938106318
DDB_G0276371	gefL	RasGEFL, RasGEF	Ras guanine nucleotide exchange factor	B0M0P8	-0.125755575725686	0.655181330410912	46.3737644536315	67.3382951067649	57.7956791202953	78.204541713181	78.1891053110182	28.7887812114856	16.5407789165156	23.7013024653996	12.0119208167427	44.7498476328991	47.7334851709101	30.2320706495501	110.759892775641	82.8158063458471	100.515499057534	51.4357991793769	2.16087576381377	26.1936660204138	36.1695231477548	36.3278245608783	33.0619120375551	30.5479562556517	42.8259628620687	49.6674013877376	48.2910932147134	49.1473317942944	83.1023400080756	33.870762618663	80.9053751979127	60.4482438687328
DDB_G0272232	DDB_G0272232	NA	putative transmembrane protein	B0M0Q3	0.140592883178088	0.61723737473626	79.8315795802833	64.6185097983559	100.920753552154	105.872013315618	66.5426200536834	107.863166961188	99.259246693409	94.5687850074908	187.356639270076	121.562138423461	77.5801834865356	122.31406326992	76.4105482852156	80.9474907337459	81.2408907948234	67.9544532893573	57.8289942054646	44.8466870857355	63.7603111286777	60.8805905685758	56.5270690247052	56.9174980882266	42.3855206417376	57.8952896731943	62.832164711387	60.8163929330305	74.6998381023065	33.9025971873888	59.1710312263657	66.7614626166448
DDB_G0350235	tstD	TSPOON	sigma-like TSET complex subunit	C0HLF1	0.073991662244417	0.793270616098466	19.5031009097505	11.5125646018448	18.5809250439598	32.3723369595364	23.2880311225456	39.361295950903	18.2081743370563	24.0215180539162	33.7549778282343	15.4780837985267	15.6451106725635	24.41613867133	15.5232287148474	10.6808676852002	19.5838544390291	18.6072425313107	17.6811945379763	18.2690369305765	22.76366155217	17.1862889756729	19.8339729088659	14.3299310312007	15.5115133766758	14.7313504591095	13.0940127380311	17.6443350747556	16.1742290928944	17.6230558313943	20.7427712566953	14.612957601118
DDB_G0302588	DDB_G0302588	NA	RanBP2-type zinc finger	C7FZW3	-0.164427415370854	0.558153395948905	32.4949220497997	71.2521271313115	87.2049425329774	22.0569487264858	44.1770560704989	5.93726690528828	22.7844063435596	30.9593101555479	22.1735024509001	28.9612647885741	25.7635270897842	17.4367703358107	30.481827571796	21.7818458238467	23.8283181241402	4.44920398072597	3.69450779141001	3.71600896240432	2.15712007727832	1.99915981411894	6.60694273701585	5.10218080201331	4.33524774968652	6.28378532598758	3.5888198399581	3.11944371881275	1.55595549594136	7.87813872171405	2.67807880861749	4.29472147667024
DDB_G0295761	nle1	NA	WD40 repeat-containing protein, NLE domain-containing protein, putative notchless	C7FZX3	-0.545649594923506	0.0353802826180305	11.7438451066756	15.4609345320178	27.0810108692606	11.5126619097639	10.848687064115	6.89893279398254	11.4670776872665	15.1615686758005	13.8549430913395	12.2843076594408	21.860819056404	18.8908413955754	20.6973430477296	49.2424388186213	38.2114346070321	9.64921636377884	8.50021471110422	12.7548441348143	9.34985763299734	12.9878017484949	9.38665375751111	8.72185352853271	10.205731713099	6.79688499802511	2.00484197459933	2.29981973227288	1.85046587438649	1.86913645393777	2.46760664951077	1.95414543565901
DDB_G0295807	DDB_G0295807	NA	short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein	C7FZY1	-0.205941067208863	0.461511270836617	428.048531013202	389.363550700031	582.695241443794	40.8059309560083	88.7018329915429	94.2327362614846	501.842109215183	605.780272200122	1360.8877823456	74.9368036104848	63.8492941991943	92.3149159047423	14.8544341223967	40.7498172690598	28.7210418884628	22.5838425335962	17.723770614153	18.4069938763467	34.1198953539547	58.7135039091604	31.6256195264393	44.0103050357218	52.4273353005821	41.2634362396486	39.9606570142053	49.3250271230727	41.7249191438992	26.7200794448684	57.0333281576105	36.5468393832202
DDB_G0295845	DDB_G0295845	NA	ribonuclease T2	C7FZY2	-0.157946244250528	0.573978094508877	172.540191495502	139.146694004282	158.981299607233	413.747606520353	280.815632773071	361.72950764461	289.377832385923	265.542096828531	315.42712862786	211.323781380401	160.543259890475	243.667401137944	125.541346680845	239.356560358851	189.284424477049	24.2932954141993	22.0001459776535	23.7044599923306	19.7197909995674	19.7077362252586	8.40313150245716	7.33975076308372	11.0225384243938	7.71054850016565	6.80852467937206	8.27791078123561	2.38239744924453	8.84238858309925	6.04766098993344	7.18495373023231
DDB_G0274805	ibrA	mimd, IBARa	inverse Bin/Amphiphysin/Rvs protein IBARa	C7FZZ0	0.0163325920059553	0.953930781331145	110.158225904379	86.5425611285832	129.698623284659	460.778693039763	324.824460740573	208.999087731846	174.88114014011	159.457660311348	168.511889733351	228.353645768375	116.604674144715	150.859258619136	94.1483387704411	296.424387688555	175.786378965084	122.443977066901	126.736062849527	140.842757408926	114.215877787188	124.823311275635	109.841571276146	105.800476445572	107.566689009353	118.485239352525	106.093560597494	107.798252713713	109.211153594682	92.0019938753082	111.228745577724	100.873602867133
